id,title,type,url,publisher,published_date,retrieved_at,company_id,period,language
source_mops_twse_2884_financial_report_index,2884 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2884,2026,zh-TW
source_mops_twse_2885_annual_report_index,2885 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2885,2026,zh-TW
source_mops_twse_2885_financial_report_index,2885 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2885,2026,zh-TW
source_mops_twse_6669_annual_report_index,6669 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_6669,2026,zh-TW
source_mops_twse_6669_financial_report_index,6669 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_6669,2026,zh-TW
source_mops_twse_1216_annual_report_index,1216 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1216,2026,zh-TW
source_mops_twse_1216_financial_report_index,1216 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1216,2026,zh-TW
source_mops_twse_2603_annual_report_index,2603 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2603,2026,zh-TW
source_mops_twse_2603_financial_report_index,2603 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2603,2026,zh-TW
source_mops_twse_3231_annual_report_index,3231 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3231,2026,zh-TW
source_mops_twse_3231_financial_report_index,3231 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3231,2026,zh-TW
source_mops_twse_5871_annual_report_index,5871 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_5871,2026,zh-TW
source_mops_twse_5871_financial_report_index,5871 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_5871,2026,zh-TW
source_mops_twse_2892_annual_report_index,2892 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2892,2026,zh-TW
source_mops_twse_2892_financial_report_index,2892 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2892,2026,zh-TW
source_mops_twse_2345_annual_report_index,2345 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2345,2026,zh-TW
source_mops_twse_2345_financial_report_index,2345 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2345,2026,zh-TW
source_mops_twse_3045_annual_report_index,3045 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3045,2026,zh-TW
source_mops_twse_3045_financial_report_index,3045 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3045,2026,zh-TW
source_mops_twse_5880_annual_report_index,5880 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_5880,2026,zh-TW
source_mops_twse_5880_financial_report_index,5880 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_5880,2026,zh-TW
source_mops_twse_2880_annual_report_index,2880 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2880,2026,zh-TW
source_mops_twse_2880_financial_report_index,2880 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2880,2026,zh-TW
source_mops_twse_2002_annual_report_index,2002 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2002,2026,zh-TW
source_mops_twse_2002_financial_report_index,2002 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2002,2026,zh-TW
source_mops_twse_2207_annual_report_index,2207 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2207,2026,zh-TW
source_mops_twse_2207_financial_report_index,2207 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2207,2026,zh-TW
source_mops_twse_1301_annual_report_index,1301 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1301,2026,zh-TW
source_mops_twse_1301_financial_report_index,1301 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1301,2026,zh-TW
source_mops_twse_1303_annual_report_index,1303 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1303,2026,zh-TW
source_mops_twse_1303_financial_report_index,1303 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1303,2026,zh-TW
source_mops_twse_4904_annual_report_index,4904 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_4904,2026,zh-TW
source_mops_twse_4904_financial_report_index,4904 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_4904,2026,zh-TW
source_mops_twse_3008_annual_report_index,3008 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3008,2026,zh-TW
source_mops_twse_3008_financial_report_index,3008 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3008,2026,zh-TW
source_mops_twse_2890_annual_report_index,2890 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2890,2026,zh-TW
source_mops_twse_2890_financial_report_index,2890 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2890,2026,zh-TW
source_mops_twse_2887_annual_report_index,2887 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2887,2026,zh-TW
source_mops_twse_2887_financial_report_index,2887 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2887,2026,zh-TW
source_mops_twse_1326_annual_report_index,1326 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1326,2026,zh-TW
source_mops_twse_1326_financial_report_index,1326 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1326,2026,zh-TW
source_mops_twse_3034_annual_report_index,3034 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3034,2026,zh-TW
source_mops_twse_3034_financial_report_index,3034 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3034,2026,zh-TW
source_mops_twse_2883_annual_report_index,2883 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2883,2026,zh-TW
source_mops_twse_2883_financial_report_index,2883 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2883,2026,zh-TW
source_mops_twse_3017_annual_report_index,3017 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3017,2026,zh-TW
source_mops_twse_3017_financial_report_index,3017 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3017,2026,zh-TW
source_mops_twse_2383_annual_report_index,2383 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2383,2026,zh-TW
source_mops_twse_2383_financial_report_index,2383 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2383,2026,zh-TW
source_mops_twse_2379_annual_report_index,2379 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2379,2026,zh-TW
source_mops_twse_2379_financial_report_index,2379 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2379,2026,zh-TW
source_mops_twse_3037_annual_report_index,3037 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3037,2026,zh-TW
source_mops_twse_3037_financial_report_index,3037 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3037,2026,zh-TW
source_mops_twse_4938_annual_report_index,4938 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_4938,2026,zh-TW
source_mops_twse_4938_financial_report_index,4938 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_4938,2026,zh-TW
source_mops_twse_2301_annual_report_index,2301 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2301,2026,zh-TW
source_mops_twse_2301_financial_report_index,2301 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2301,2026,zh-TW
source_mops_twse_2609_annual_report_index,2609 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2609,2026,zh-TW
source_mops_twse_2609_financial_report_index,2609 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2609,2026,zh-TW
source_mops_twse_3661_annual_report_index,3661 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3661,2026,zh-TW
source_mops_twse_3661_financial_report_index,3661 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3661,2026,zh-TW
source_mops_twse_2615_annual_report_index,2615 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2615,2026,zh-TW
source_mops_twse_2615_financial_report_index,2615 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2615,2026,zh-TW
source_mops_twse_1101_annual_report_index,1101 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1101,2026,zh-TW
source_mops_twse_1101_financial_report_index,1101 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1101,2026,zh-TW
source_mops_twse_2912_annual_report_index,2912 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2912,2026,zh-TW
source_mops_twse_2912_financial_report_index,2912 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2912,2026,zh-TW
source_mops_twse_2395_annual_report_index,2395 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2395,2026,zh-TW
source_mops_twse_2395_financial_report_index,2395 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2395,2026,zh-TW
source_mops_twse_2327_annual_report_index,2327 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2327,2026,zh-TW
source_mops_twse_2327_financial_report_index,2327 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2327,2026,zh-TW
source_mops_twse_2618_annual_report_index,2618 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2618,2026,zh-TW
source_mops_twse_2618_financial_report_index,2618 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2618,2026,zh-TW
source_mops_twse_1590_annual_report_index,1590 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1590,2026,zh-TW
source_mops_twse_1590_financial_report_index,1590 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1590,2026,zh-TW
source_mops_twse_2059_annual_report_index,2059 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2059,2026,zh-TW
source_mops_twse_2059_financial_report_index,2059 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2059,2026,zh-TW
source_mops_twse_2356_annual_report_index,2356 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2356,2026,zh-TW
source_mops_twse_2356_financial_report_index,2356 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2356,2026,zh-TW
source_mops_twse_2377_annual_report_index,2377 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2377,2026,zh-TW
source_mops_twse_2377_financial_report_index,2377 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2377,2026,zh-TW
source_mops_twse_2376_annual_report_index,2376 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2376,2026,zh-TW
source_mops_twse_2376_financial_report_index,2376 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2376,2026,zh-TW
source_mops_twse_1519_annual_report_index,1519 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1519,2026,zh-TW
source_mops_twse_1519_financial_report_index,1519 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1519,2026,zh-TW
source_mops_twse_2449_annual_report_index,2449 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2449,2026,zh-TW
source_mops_twse_2449_financial_report_index,2449 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2449,2026,zh-TW
source_mops_twse_6239_annual_report_index,6239 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_6239,2026,zh-TW
source_mops_twse_6239_financial_report_index,6239 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_6239,2026,zh-TW
source_mops_twse_3443_annual_report_index,3443 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3443,2026,zh-TW
source_mops_twse_3443_financial_report_index,3443 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3443,2026,zh-TW
source_mops_tpex_8299_annual_report_index,8299 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TPEX_8299,2026,zh-TW
source_mops_tpex_8299_financial_report_index,8299 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TPEX_8299,2026,zh-TW
source_mops_twse_5269_annual_report_index,5269 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_5269,2026,zh-TW
source_mops_twse_5269_financial_report_index,5269 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_5269,2026,zh-TW
source_mops_tpex_5274_annual_report_index,5274 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TPEX_5274,2026,zh-TW
source_mops_tpex_5274_financial_report_index,5274 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TPEX_5274,2026,zh-TW
source_mops_tpex_3529_annual_report_index,3529 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TPEX_3529,2026,zh-TW
source_mops_tpex_3529_financial_report_index,3529 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TPEX_3529,2026,zh-TW
source_mops_twse_2610_annual_report_index,2610 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2610,2026,zh-TW
source_mops_twse_2610_financial_report_index,2610 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2610,2026,zh-TW
source_mops_twse_1476_annual_report_index,1476 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1476,2026,zh-TW
source_mops_twse_1476_financial_report_index,1476 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1476,2026,zh-TW
source_mops_twse_9910_annual_report_index,9910 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_9910,2026,zh-TW
source_mops_twse_9910_financial_report_index,9910 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_9910,2026,zh-TW
source_mops_twse_1513_annual_report_index,1513 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_1513,2026,zh-TW
source_mops_twse_1513_financial_report_index,1513 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_1513,2026,zh-TW
source_mops_twse_3533_annual_report_index,3533 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3533,2026,zh-TW
source_mops_twse_3533_financial_report_index,3533 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3533,2026,zh-TW
source_mops_twse_3653_annual_report_index,3653 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3653,2026,zh-TW
source_mops_twse_3653_financial_report_index,3653 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3653,2026,zh-TW
source_mops_twse_6415_annual_report_index,6415 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_6415,2026,zh-TW
source_mops_twse_6415_financial_report_index,6415 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_6415,2026,zh-TW
source_mops_twse_8046_annual_report_index,8046 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_8046,2026,zh-TW
source_mops_twse_8046_financial_report_index,8046 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_8046,2026,zh-TW
source_mops_twse_3324_annual_report_index,3324 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3324,2026,zh-TW
source_mops_twse_3324_financial_report_index,3324 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3324,2026,zh-TW
source_mops_twse_2368_annual_report_index,2368 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2368,2026,zh-TW
source_mops_twse_2368_financial_report_index,2368 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2368,2026,zh-TW
source_mops_twse_3044_annual_report_index,3044 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3044,2026,zh-TW
source_mops_twse_3044_financial_report_index,3044 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3044,2026,zh-TW
source_mops_twse_3665_annual_report_index,3665 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3665,2026,zh-TW
source_mops_twse_3665_financial_report_index,3665 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3665,2026,zh-TW
source_mops_twse_3023_annual_report_index,3023 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3023,2026,zh-TW
source_mops_twse_3023_financial_report_index,3023 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3023,2026,zh-TW
source_mops_twse_9921_annual_report_index,9921 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_9921,2026,zh-TW
source_mops_twse_9921_financial_report_index,9921 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_9921,2026,zh-TW
source_mops_twse_2344_annual_report_index,2344 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2344,2026,zh-TW
source_mops_twse_2344_financial_report_index,2344 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2344,2026,zh-TW
source_mops_twse_2408_annual_report_index,2408 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2408,2026,zh-TW
source_mops_twse_2408_financial_report_index,2408 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2408,2026,zh-TW
source_mops_tpex_5347_annual_report_index,5347 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TPEX_5347,2026,zh-TW
source_mops_tpex_5347_financial_report_index,5347 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TPEX_5347,2026,zh-TW
source_mops_twse_6770_annual_report_index,6770 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_6770,2026,zh-TW
source_mops_twse_6770_financial_report_index,6770 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_6770,2026,zh-TW
source_mops_twse_2409_annual_report_index,2409 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2409,2026,zh-TW
source_mops_twse_2409_financial_report_index,2409 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2409,2026,zh-TW
source_mops_twse_3481_annual_report_index,3481 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3481,2026,zh-TW
source_mops_twse_3481_financial_report_index,3481 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3481,2026,zh-TW
source_mops_twse_3532_annual_report_index,3532 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_3532,2026,zh-TW
source_mops_twse_3532_financial_report_index,3532 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_3532,2026,zh-TW
source_mops_tpex_6274_annual_report_index,6274 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TPEX_6274,2026,zh-TW
source_mops_tpex_6274_financial_report_index,6274 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TPEX_6274,2026,zh-TW
source_mops_twse_2105_annual_report_index,2105 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2105,2026,zh-TW
source_mops_twse_2105_financial_report_index,2105 MOPS financial statement search,mops,https://mops.twse.com.tw/mops/web/t05st10_ifrs,Market Observation Post System,,2026-07-05,TWSE_2105,2026,zh-TW
source_mops_twse_2353_annual_report_index,2353 MOPS annual report search,mops,https://mops.twse.com.tw/mops/web/t57sb01_q1,Market Observation Post System,,2026-07-05,TWSE_2353,2026,zh-TW
